"Date","OriginalPrecipitation","DeltaShiftPrecipitation","OriginalTemperature","DeltaShiftTemperature","ScenarioPrecipitation"
2005-08-19,0,0,16.62,17.62,0
2005-08-20,0.04,0.036,18.02,19.02,0.027
2005-08-21,0,0,18.32,19.32,0
2005-08-22,0.03,0.027,17.55,18.55,0.02025
2005-08-23,0,0,16.89,17.89,0
2005-08-24,0,0,16.46,17.46,0
2005-08-25,0.91,0.819,17.28,18.28,0.61425
2005-08-26,2.67,2.403,16.8,17.8,1.80225
2005-08-27,42.63,38.367,14.43,15.43,28.77525
2005-08-28,2.21,1.989,13.21,14.21,1.49175
2005-08-29,1.02,0.918,13.82,14.82,0.6885
2005-08-30,0.16,0.144,16.32,17.32,0.108
2005-08-31,0.01,0.009,15.26,16.26,0.00675
2005-09-01,0,0,14.65,15.65,0
2005-09-02,0,0,15.17,16.17,0
2005-09-03,0,0,15.34,16.34,0
2005-09-04,0.37,0.37,14.96,15.96,0.557118736842105
2005-09-05,0.07,0.07,13.95,14.95,0.105400842105263
2005-09-06,0.02,0.02,15.86,16.86,0.0301145263157895
2005-09-07,0,0,16.37,17.37,0
2005-09-08,2.09,2.09,16.62,17.62,3.146968
2005-09-09,0.48,0.48,17.57,18.57,0.722748631578947
2005-09-10,0.02,0.02,14.14,15.14,0.0301145263157895
2005-09-11,0,0,11.4,12.4,0
2005-09-12,0,0,10.1,11.1,0
2005-09-13,3.34,3.34,11.96,12.96,5.02912589473684
2005-09-14,0.31,0.31,11.68,12.68,0.466775157894737
2005-09-15,5.84,5.84,14.83,15.83,8.79344168421053
2005-09-16,2.6,2.6,9.13,10.13,3.91488842105263
2005-09-17,0.18,0.18,7.58,8.58,0.271030736842105
2005-09-18,0,0,7.59,8.59,0
2005-09-19,0.11,0.11,11.25,12.25,0.165629894736842
2005-09-20,0.01,0.01,13.97,14.97,0.0150572631578947
2005-09-21,0.22,0.22,15.05,16.05,0.331259789473684
2005-09-22,0.02,0.02,12.65,13.65,0.0301145263157895
2005-09-23,0,0,12.42,13.42,0
2005-09-24,0.05,0.05,13.77,14.77,0.0752863157894737
2005-09-25,0.04,0.04,14.47,15.47,0.0602290526315789
2005-09-26,0.37,0.37,13.7,14.7,0.557118736842105
2005-09-27,0.26,0.26,14.41,15.41,0.391488842105263
2005-09-28,0.13,0.13,14.39,15.39,0.195744421052632
2005-09-29,14.31,14.31,12.9,13.9,21.5469435789474
2005-09-30,0.89,0.89,10.04,11.04,1.34009642105263
2005-10-01,0.07,0.07,9.75,10.75,0.105400842105263
2005-10-02,0.01,0.01,11.26,12.26,0.0150572631578947
2005-10-03,0.56,0.56,11.5,12.5,0.843206736842105
2005-10-04,0.13,0.13,10.79,11.79,0.195744421052632
2005-10-05,0.01,0.01,10.56,11.56,0.0150572631578947
2005-10-06,0,0,9.84,10.84,0
2005-10-07,0,0,10.37,11.37,0
2005-10-08,0.07,0.07,10.79,11.79,0.105400842105263
2005-10-09,0.01,0.01,10.98,11.98,0.0150572631578947
2005-10-10,0.29,0.29,12.16,13.16,0.436660631578947
2005-10-11,0.04,0.04,10.68,11.68,0.0602290526315789
2005-10-12,0,0,12.28,13.28,0
2005-10-13,0,0,10.7,11.7,0
2005-10-14,0.04,0.04,10.14,11.14,0.0602290526315789
2005-10-15,0.08,0.08,9.06,10.06,0.120458105263158
2005-10-16,0.01,0.01,6.71,7.71,0.0150572631578947
2005-10-17,0.05,0.05,5.12,6.12,0.0752863157894737
2005-10-18,0.13,0.13,4.04,5.04,0.195744421052632
2005-10-19,0.01,0.01,2.39,3.39,0.0150572631578947
2005-10-20,0.01,0.01,0.18,1.18,0.0150572631578947
2005-10-21,0.23,0.23,3.1,4.1,0.346317052631579
2005-10-22,0.47,0.47,8.59,9.59,0.707691368421053
2005-10-23,20.6,20.6,6.38,7.38,31.0179621052632
2005-10-24,6.98,6.98,2.89,3.89,10.5099696842105
2005-10-25,0.64,0.64,-0.64,0.36,0.963664842105263
2005-10-26,9.3,9.3,1.42,2.42,14.0032547368421
2005-10-27,2.89,2.89,4.58,5.58,4.35154905263158
2005-10-28,0.1,0.1,1.93,2.93,0.150572631578947
2005-10-29,0.27,0.27,7.05,8.05,0.406546105263158
2005-10-30,0.9,0.9,7.21,8.21,1.35515368421053
2005-10-31,1.65,1.65,6.7,7.7,2.48444842105263
2005-11-01,0.11,0.121,6.97,7.97,0.182192884210526
2005-11-02,0.01,0.011,6.5,7.5,0.0165629894736842
2005-11-03,0.81,0.891,8.28,9.28,1.34160214736842
2005-11-04,5.93,6.523,7.26,8.26,9.82185275789474
2005-11-05,2.01,2.211,10.83,11.83,3.32916088421053
2005-11-06,5.69,6.259,9.74,10.74,9.42434101052632
2005-11-07,4.04,4.444,8.93,9.93,6.69144774736842
2005-11-08,0.91,1.001,9.65,10.65,1.50723204210526
2005-11-09,0.07,0.077,7.97,8.97,0.11594092631579
2005-11-10,0.18,0.198,7.98,8.98,0.298133810526316
2005-11-11,0.17,0.187,8.25,9.25,0.281570821052632
2005-11-12,0.03,0.033,6.45,7.45,0.0496889684210526
2005-11-13,1.15,1.265,9.75,10.75,1.90474378947368
2005-11-14,0.29,0.319,8.12,9.12,0.480326694736842
2005-11-15,2.35,2.585,8.13,9.13,3.89230252631579
2005-11-16,3.04,3.344,5.72,6.72,5.0351488
2005-11-17,0.19,0.209,-1.55,-0.55,0.3146968
2005-11-18,0.01,0.011,-3.41,-2.41,0.0165629894736842
2005-11-19,0,0,-3.21,-2.21,0
2005-11-20,0.25,0.275,-1.62,-0.62,0.414074736842105
2005-11-21,0.1,0.11,-1.13,-0.13,0.165629894736842
2005-11-22,0.02,0.022,-2.42,-1.42,0.0331259789473684
2005-11-23,0.07,0.077,0.36,1.36,0.11594092631579
2005-11-24,0.21,0.231,3.06,4.06,0.347822778947368
2005-11-25,0.14,0.154,3.88,4.88,0.231881852631579
2005-11-26,2.17,2.387,1.82,2.82,3.59416871578947
2005-11-27,6.15,6.765,0.52,1.52,10.1862385263158
2005-11-28,1.57,1.727,-0.7,0.3,2.60038934736842
2005-11-29,1.51,1.661,-1.56,-0.56,2.50101141052632
2005-11-30,0.39,0.429,-3.52,-2.52,0.645956589473684
2005-12-01,0.33,0.363,-4.03,-3.03,0.546578652631579
2005-12-02,0.2,0.22,-4.43,-3.43,0.331259789473684
2005-12-03,0.06,0.066,-0.09,0.91,0.0993779368421053
2005-12-04,0.3,0.33,-0.23,0.77,0.496889684210526
2005-12-05,1.4,1.54,0.6,1.6,2.31881852631579
2005-12-06,5.34,5.874,0.82,1.82,8.84463637894737
2005-12-07,5.45,5.995,1.62,2.62,9.02682926315789
2005-12-08,3.43,3.773,1.44,2.44,5.68110538947368
2005-12-09,1.11,1.221,0.03,1.03,1.83849183157895
2005-12-10,0.14,0.154,-1.76,-0.76,0.231881852631579
2005-12-11,0.39,0.429,-0.69,0.31,0.645956589473684
2005-12-12,0.23,0.253,3.05,4.05,0.380948757894737
2005-12-13,0.02,0.022,2.51,3.51,0.0331259789473684
2005-12-14,0,0,0.84,1.84,0
2005-12-15,0,0,-1.19,-0.19,0
2005-12-16,4.46,4.906,-0.23,0.77,7.38709330526316
2005-12-17,0.23,0.253,-2.77,-1.77,0.380948757894737
2005-12-18,0.48,0.528,-4.71,-3.71,0.795023494736842
2005-12-19,0.67,0.737,-6.16,-5.16,1.10972029473684
2005-12-20,0.42,0.462,-4.67,-3.67,0.695645557894737
2005-12-21,4.12,4.532,-2.36,-1.36,6.82395166315789
2005-12-22,0.4,0.44,-3.47,-2.47,0.662519578947368
2005-12-23,1.6,1.76,-0.42,0.58,2.65007831578947
2005-12-24,1.46,1.606,-0.14,0.86,2.41819646315789
2005-12-25,0.78,0.858,0.37,1.37,1.29191317894737
2005-12-26,1.64,1.804,-1.07,-0.0700000000000001,2.71633027368421
2005-12-27,5.48,6.028,-2.03,-1.03,9.07651823157895
2005-12-28,0.52,0.572,-3.53,-2.53,0.861275452631579
2005-12-29,1.18,1.298,-3.17,-2.17,1.95443275789474
2005-12-30,5.4,5.94,-2.18,-1.18,8.94401431578947
2005-12-31,2.96,3.256,-1.04,-0.04,4.90264488421053
2006-01-01,2.24,2.464,-3.71,-2.71,3.71010964210526
2006-01-02,0.39,0.429,-5.9,-4.9,0.645956589473684
2006-01-03,0.01,0.011,-10.23,-9.23,0.0165629894736842
2006-01-04,0.04,0.044,-8.47,-7.47,0.0662519578947368
2006-01-05,0.11,0.121,-6.28,-5.28,0.182192884210526
2006-01-06,0.23,0.253,-3.41,-2.41,0.380948757894737
2006-01-07,0.23,0.253,-2.59,-1.59,0.380948757894737
2006-01-08,0.03,0.033,-2.29,-1.29,0.0496889684210526
2006-01-09,0.22,0.242,-2.94,-1.94,0.364385768421053
2006-01-10,0.06,0.066,-5.08,-4.08,0.0993779368421053
2006-01-11,0.4,0.44,-3.22,-2.22,0.662519578947368
2006-01-12,0.54,0.594,3.26,4.26,0.894401431578947
2006-01-13,0.03,0.033,1.35,2.35,0.0496889684210526
2006-01-14,0,0,0.79,1.79,0
2006-01-15,0.03,0.033,-1.79,-0.79,0.0496889684210526
2006-01-16,0.11,0.121,-0.76,0.24,0.182192884210526
2006-01-17,0.09,0.099,-3.17,-2.17,0.149066905263158
2006-01-18,0.79,0.869,-2.05,-1.05,1.30847616842105
2006-01-19,2.83,3.113,-3.83,-2.83,4.68732602105263
2006-01-20,0.74,0.814,-8.45,-7.45,1.22566122105263
2006-01-21,3.88,4.268,-7.81,-6.81,6.42643991578947
2006-01-22,4.43,4.873,-8.35,-7.35,7.3374043368421
2006-01-23,0.2,0.22,-12.7,-11.7,0.331259789473684
2006-01-24,1.03,1.133,-5.68,-4.68,1.70598791578947
2006-01-25,0.44,0.484,-2.02,-1.02,0.728771536842105
2006-01-26,0.92,1.012,-1.32,-0.32,1.52379503157895
2006-01-27,0.06,0.066,-4.34,-3.34,0.0993779368421053
2006-01-28,0,0,-2.63,-1.63,0
2006-01-29,0.01,0.011,-0.59,0.41,0.0165629894736842
2006-01-30,0,0,-0.05,0.95,0
2006-01-31,0.57,0.627,2.88,3.88,0.9440904
2006-02-01,0.09,0.099,3.4,4.4,0.149066905263158
2006-02-02,0,0,2.24,3.24,0
2006-02-03,0.36,0.396,0.51,1.51,0.596267621052632
2006-02-04,0.93,1.023,-2.54,-1.54,1.54035802105263
2006-02-05,0.55,0.605,-8.04,-7.04,0.910964421052632
2006-02-06,0.14,0.154,-9.46,-8.46,0.231881852631579
2006-02-07,5.24,5.764,-6.43,-5.43,8.67900648421053
2006-02-08,4.65,5.115,-1.7,-0.7,7.70179010526316
2006-02-09,1.46,1.606,-2.87,-1.87,2.41819646315789
2006-02-10,7.16,7.876,-1.24,-0.24,11.8591004631579
2006-02-11,1.12,1.232,-5.5,-4.5,1.85505482105263
2006-02-12,0.14,0.154,-7.13,-6.13,0.231881852631579
2006-02-13,0.34,0.374,-2.82,-1.82,0.563141642105263
2006-02-14,0.03,0.033,-6.83,-5.83,0.0496889684210526
2006-02-15,0.01,0.011,-5.86,-4.86,0.0165629894736842
2006-02-16,0.65,0.715,-1.63,-0.63,1.07659431578947
2006-02-17,0.93,1.023,-2.19,-1.19,1.54035802105263
2006-02-18,2.12,2.332,-4.23,-3.23,3.51135376842105
2006-02-19,1.94,2.134,-3.31,-2.31,3.21321995789474
2006-02-20,5.81,6.391,-0.57,0.43,9.62309688421053
2006-02-21,0.76,0.836,-0.82,0.18,1.2587872
2006-02-22,0.14,0.154,-4.23,-3.23,0.231881852631579
2006-02-23,3.88,4.268,-2.31,-1.31,6.42643991578947
2006-02-24,6.18,6.798,-0.02,0.98,10.2359274947368
2006-02-25,0.34,0.374,-1.34,-0.34,0.563141642105263
2006-02-26,0.08,0.088,-2.07,-1.07,0.132503915789474
2006-02-27,0.33,0.363,-6.55,-5.55,0.546578652631579
2006-02-28,0.64,0.704,-7.56,-6.56,1.06003132631579
2006-03-01,3.24,3.402,-5.52,-4.52,2.5515
2006-03-02,2.32,2.436,-3.47,-2.47,1.827
2006-03-03,2.14,2.247,-5.12,-4.12,1.68525
2006-03-04,2.48,2.604,-8.05,-7.05,1.953
2006-03-05,2.63,2.7615,-7.5,-6.5,2.071125
2006-03-06,1.6,1.68,-5.87,-4.87,1.26
2006-03-07,0.44,0.462,-7.78,-6.78,0.3465
2006-03-08,0.04,0.042,-11.11,-10.11,0.0315
2006-03-09,0.05,0.0525,-8.32,-7.32,0.039375
2006-03-10,0.55,0.5775,-9.1,-8.1,0.433125
2006-03-11,0.54,0.567,-10.16,-9.16,0.42525
2006-03-12,0.45,0.4725,-6.95,-5.95,0.354375
2006-03-13,0.77,0.8085,-5.69,-4.69,0.606375
2006-03-14,0.04,0.042,-8.73,-7.73,0.0315
2006-03-15,2.04,2.142,-5.79,-4.79,1.6065
2006-03-16,0.75,0.7875,-2.6,-1.6,0.590625
2006-03-17,0.04,0.042,-3.53,-2.53,0.0315
2006-03-18,0,0,-3.82,-2.82,0
2006-03-19,0,0,0.11,1.11,0
2006-03-20,0.78,0.819,-0.88,0.12,0.61425
2006-03-21,0.46,0.483,-5.69,-4.69,0.36225
2006-03-22,0.06,0.063,-6.61,-5.61,0.04725
2006-03-23,0.61,0.6405,-5.54,-4.54,0.480375
2006-03-24,0.12,0.126,-5.74,-4.74,0.0945
2006-03-25,0.01,0.0105,-6.37,-5.37,0.007875
2006-03-26,0,0,-4.5,-3.5,0
2006-03-27,0,0,-3.17,-2.17,0
2006-03-28,2.54,2.667,0.26,1.26,2.00025
2006-03-29,3.21,3.3705,1.7,2.7,2.527875
2006-03-30,4.36,4.578,2.29,3.29,3.4335
2006-03-31,3.48,3.654,2.4,3.4,2.7405
2006-04-01,8.53,8.9565,-0.89,0.11,6.717375
2006-04-02,0.62,0.651,-0.88,0.12,0.48825
2006-04-03,6.11,6.4155,1.02,2.02,4.811625
2006-04-04,0.89,0.9345,2.27,3.27,0.700875
2006-04-05,3.14,3.297,1.53,2.53,2.47275
2006-04-06,0.74,0.777,0.54,1.54,0.58275
2006-04-07,0.23,0.2415,0.71,1.71,0.181125
2006-04-08,2.69,2.8245,3.61,4.61,2.118375
2006-04-09,2.85,2.9925,3.43,4.43,2.244375
2006-04-10,2.05,2.1525,2.9,3.9,1.614375
2006-04-11,0.59,0.6195,2.92,3.92,0.464625
2006-04-12,0.05,0.0525,3.06,4.06,0.039375
2006-04-13,0.07,0.0735,2.79,3.79,0.055125
2006-04-14,1.7,1.785,3.4,4.4,1.33875
2006-04-15,2.05,2.1525,4.82,5.82,1.614375
2006-04-16,0.18,0.189,5.65,6.65,0.14175
2006-04-17,0.46,0.483,6.17,7.17,0.36225
2006-04-18,3.55,3.7275,6.04,7.04,2.795625
2006-04-19,0.72,0.756,6.03,7.03,0.567
2006-04-20,0.4,0.42,6.11,7.11,0.315
2006-04-21,11.95,12.5475,2.91,3.91,9.410625
2006-04-22,0.87,0.9135,4.71,5.71,0.685125
2006-04-23,0.02,0.021,5.27,6.27,0.01575
2006-04-24,0,0,6.67,7.67,0
2006-04-25,2.05,2.1525,7.66,8.66,1.614375
2006-04-26,0.42,0.441,8.4,9.4,0.33075
2006-04-27,0.03,0.0315,8.27,9.27,0.023625
2006-04-28,4.7,4.935,7.68,8.68,3.70125
2006-04-29,10.81,11.3505,6.97,7.97,8.512875
2006-04-30,9.51,9.9855,8.5,9.5,7.489125
2006-05-01,0.43,0.4515,8.64,9.64,0.338625
2006-05-02,0,0,8.63,9.63,0
2006-05-03,3.9,4.095,8.72,9.72,3.07125
2006-05-04,0.47,0.4935,9.83,10.83,0.370125
2006-05-05,0.02,0.021,11.64,12.64,0.01575
2006-05-06,0,0,12.85,13.85,0
2006-05-07,0,0,13.39,14.39,0
2006-05-08,0,0,14.34,15.34,0
2006-05-09,0,0,15.82,16.82,0
2006-05-10,0,0,14.36,15.36,0
2006-05-11,0,0,13.21,14.21,0
2006-05-12,0.98,1.029,14.57,15.57,0.77175
2006-05-13,0.34,0.357,14.59,15.59,0.26775
2006-05-14,2.24,2.352,10.97,11.97,1.764
2006-05-15,0.66,0.693,9.44,10.44,0.51975
2006-05-16,0.29,0.3045,8.24,9.24,0.228375
2006-05-17,0.37,0.3885,7.86,8.86,0.291375
2006-05-18,3.28,3.444,6.97,7.97,2.583
2006-05-19,4.46,4.683,7.99,8.99,3.51225
2006-05-20,1.27,1.3335,9.51,10.51,1.000125
2006-05-21,1.85,1.9425,9.81,10.81,1.456875
2006-05-22,6.28,6.594,11.35,12.35,4.9455
2006-05-23,5.62,5.901,11.57,12.57,4.42575
2006-05-24,7.52,7.896,11.79,12.79,5.922
2006-05-25,0.54,0.567,10.92,11.92,0.42525
2006-05-26,9.64,10.122,8.57,9.57,7.5915
2006-05-27,16.86,17.703,9.31,10.31,13.27725
2006-05-28,1.13,1.1865,9.56,10.56,0.889875
2006-05-29,2.88,3.024,9.66,10.66,2.268
2006-05-30,8.4,8.82,9.57,10.57,6.615
2006-05-31,5.82,6.111,9.18,10.18,4.58325
2006-06-01,3.71,3.339,9.44,10.44,2.50425
2006-06-02,0.49,0.441,10.12,11.12,0.33075
2006-06-03,0.01,0.009,13.64,14.64,0.00675
2006-06-04,0.62,0.558,14.56,15.56,0.4185
2006-06-05,0.09,0.081,12.67,13.67,0.06075
2006-06-06,1.51,1.359,11.55,12.55,1.01925
2006-06-07,0.45,0.405,10.29,11.29,0.30375
2006-06-08,1.51,1.359,11.93,12.93,1.01925
2006-06-09,0.2,0.18,14.97,15.97,0.135
2006-06-10,0.17,0.153,17.85,18.85,0.11475
2006-06-11,0.01,0.009,17.83,18.83,0.00675
2006-06-12,0,0,19.95,20.95,0
2006-06-13,0,0,22.06,23.06,0
2006-06-14,0,0,22.88,23.88,0
2006-06-15,0.4,0.36,18.35,19.35,0.27
2006-06-16,0.04,0.036,15.72,16.72,0.027
2006-06-17,0,0,19.56,20.56,0
2006-06-18,0,0,20.97,21.97,0
2006-06-19,0.01,0.009,20.59,21.59,0.00675
2006-06-20,0.52,0.468,20.4,21.4,0.351
2006-06-21,3.63,3.267,19.13,20.13,2.45025
2006-06-22,2.17,1.953,17.81,18.81,1.46475
2006-06-23,6.22,5.598,16.71,17.71,4.1985
2006-06-24,1.32,1.188,15.42,16.42,0.891
2006-06-25,0.13,0.117,16.24,17.24,0.08775
2006-06-26,0.49,0.441,17.44,18.44,0.33075
2006-06-27,2.01,1.809,16.78,17.78,1.35675
2006-06-28,15.99,14.391,12.67,13.67,10.79325
2006-06-29,3.6,3.24,14.13,15.13,2.43
2006-06-30,0.23,0.207,17.36,18.36,0.15525
2006-07-01,0,0,19.97,20.97,0
2006-07-02,0,0,20.48,21.48,0
2006-07-03,0,0,21.15,22.15,0
2006-07-04,0,0,22.24,23.24,0
2006-07-05,1,0.9,21.61,22.61,0.675
2006-07-06,0.34,0.306,22.07,23.07,0.2295
2006-07-07,0.01,0.009,23.8,24.8,0.00675
2006-07-08,0.68,0.612,24.3,25.3,0.459
2006-07-09,1.24,1.116,22.31,23.31,0.837
2006-07-10,0.29,0.261,20.39,21.39,0.19575
2006-07-11,7.09,6.381,20.31,21.31,4.78575
2006-07-12,1.99,1.791,19.19,20.19,1.34325
2006-07-13,0.61,0.549,18.57,19.57,0.41175
2006-07-14,0.08,0.072,18.21,19.21,0.054
2006-07-15,0.01,0.009,17.29,18.29,0.00675
2006-07-16,0,0,16.02,17.02,0
2006-07-17,0,0,19.86,20.86,0
2006-07-18,0.1,0.09,20.76,21.76,0.0675
2006-07-19,0.03,0.027,18.6,19.6,0.02025
2006-07-20,0,0,16.96,17.96,0
2006-07-21,3.59,3.231,17.82,18.82,2.42325
2006-07-22,3.79,3.411,20.93,21.93,2.55825
2006-07-23,3.71,3.339,20.42,21.42,2.50425
2006-07-24,3.48,3.132,20.07,21.07,2.349
2006-07-25,4.9,4.41,20.97,21.97,3.3075
2006-07-26,0.69,0.621,22.39,23.39,0.46575
2006-07-27,0.01,0.009,21.39,22.39,0.00675
2006-07-28,0.83,0.747,21.88,22.88,0.56025
2006-07-29,4.32,3.888,22.19,23.19,2.916
2006-07-30,10.89,9.801,18.9,19.9,7.35075
2006-07-31,0.78,0.702,19.88,20.88,0.5265
2006-08-01,0.98,0.882,19.96,20.96,0.6615
2006-08-02,16.61,14.949,19.56,20.56,11.21175
2006-08-03,5.9,5.31,18.38,19.38,3.9825
2006-08-04,0.56,0.504,19.3,20.3,0.378
2006-08-05,0.45,0.405,19.24,20.24,0.30375
2006-08-06,0.04,0.036,20.5,21.5,0.027
2006-08-07,0,0,22.34,23.34,0
2006-08-08,0.01,0.009,22.46,23.46,0.00675
2006-08-09,0,0,21.4,22.4,0
2006-08-10,0.25,0.225,19.92,20.92,0.16875
2006-08-11,0.02,0.018,19.92,20.92,0.0135
2006-08-12,1.83,1.647,18.14,19.14,1.23525
2006-08-13,1.14,1.026,19.36,20.36,0.7695
2006-08-14,3.25,2.925,18.71,19.71,2.19375
2006-08-15,6.89,6.201,18.15,19.15,4.65075
2006-08-16,19.12,17.208,17.35,18.35,12.906
2006-08-17,19.91,17.919,16.22,17.22,13.43925
2006-08-18,1.99,1.791,17.67,18.67,1.34325
2006-08-19,0.3,0.27,18.75,19.75,0.2025
2006-08-20,0.26,0.234,18.61,19.61,0.1755
2006-08-21,3.21,2.889,17.6,18.6,2.16675
2006-08-22,6.92,6.228,16.65,17.65,4.671
2006-08-23,12.35,11.115,16.76,17.76,8.33625
2006-08-24,26.99,24.291,15.8,16.8,18.21825
2006-08-25,2.7,2.43,17.75,18.75,1.8225
2006-08-26,1.53,1.377,17,18,1.03275
2006-08-27,0.78,0.702,17.28,18.28,0.5265
2006-08-28,3.96,3.564,16.89,17.89,2.673
2006-08-29,7,6.3,15.54,16.54,4.725
2006-08-30,0.71,0.639,15.39,16.39,0.47925
2006-08-31,0.16,0.144,16.22,17.22,0.108
2006-09-01,0.02,0.02,16.8,17.8,0.0246637219422061
2006-09-02,1.45,1.45,16.16,17.16,1.78811984080995
2006-09-03,1.86,1.86,15.78,16.78,2.29372614062517
2006-09-04,9.06,9.06,15.39,16.39,11.1726660398194
2006-09-05,0.68,0.68,15.19,16.19,0.838566546035009
2006-09-06,0.64,0.64,15.44,16.44,0.789239102150596
2006-09-07,0.09,0.09,14.88,15.88,0.110986748739928
2006-09-08,14.25,14.25,12.09,13.09,17.5729018838219
2006-09-09,3.2,3.2,10.8,11.8,3.94619551075298
2006-09-10,0.41,0.41,13.91,14.91,0.505606299815226
2006-09-11,0.32,0.32,14.24,15.24,0.394619551075298
2006-09-12,0.02,0.02,13.93,14.93,0.0246637219422061
2006-09-13,0,0,15.73,16.73,0
2006-09-14,0,0,16.2,17.2,0
2006-09-15,0.02,0.02,16.21,17.21,0.0246637219422061
2006-09-16,0.01,0.01,12.05,13.05,0.0123318609711031
2006-09-17,0.14,0.14,11.69,12.69,0.172646053595443
2006-09-18,0.29,0.29,12.88,13.88,0.357623968161989
2006-09-19,0.42,0.42,13.85,14.85,0.517938160786329
2006-09-20,1.89,1.89,14.69,15.69,2.33072172353848
2006-09-21,0.14,0.14,14.8,15.8,0.172646053595443
2006-09-22,0.54,0.54,15.83,16.83,0.665920492439566
2006-09-23,0.03,0.03,16.04,17.04,0.0369955829133092
2006-09-24,0,0,15.64,16.64,0
2006-09-25,0,0,14.81,15.81,0
2006-09-26,0.15,0.15,15.06,16.06,0.184977914566546
2006-09-27,0.14,0.14,16.09,17.09,0.172646053595443
2006-09-28,0.48,0.48,15.56,16.56,0.591929326612947
2006-09-29,0.19,0.19,14.77,15.77,0.234305358450958
2006-09-30,0.68,0.68,15.03,16.03,0.838566546035009
2006-10-01,7.9,7.9,12.51,13.51,9.74217016717142
2006-10-02,1.23,1.23,14.25,15.25,1.51681889944568
2006-10-03,6.55,6.55,11.83,12.83,8.07736893607251
2006-10-04,1.5,1.5,11.37,12.37,1.84977914566546
2006-10-05,1.49,1.49,10.84,11.84,1.83744728469436
2006-10-06,2.51,2.51,10.51,11.51,3.09529710374687
2006-10-07,3.43,3.43,10.11,11.11,4.22982831308835
2006-10-08,7.15,7.15,12.56,13.56,8.81728059433869
2006-10-09,0.49,0.49,12.37,13.37,0.60426118758405
2006-10-10,0,0,9.46,10.46,0
2006-10-11,0.4,0.4,11.37,12.37,0.493274438844123
2006-10-12,0.22,0.22,10.49,11.49,0.271300941364268
2006-10-13,0.14,0.14,9.47,10.47,0.172646053595443
2006-10-14,0.01,0.01,7.82,8.82,0.0123318609711031
2006-10-15,0.01,0.01,10.05,11.05,0.0123318609711031
2006-10-16,0.01,0.01,10.28,11.28,0.0123318609711031
2006-10-17,0.57,0.57,9.62,10.62,0.702916075352875
2006-10-18,0.32,0.32,8.95,9.95,0.394619551075298
2006-10-19,0.34,0.34,7.07,8.07,0.419283273017504
2006-10-20,0.5,0.5,9.02,10.02,0.616593048555153
2006-10-21,3.67,3.67,9.21,10.21,4.52579297639483
2006-10-22,11.73,11.73,9.36,10.36,14.4652729191039
2006-10-23,9.67,9.67,10.83,11.83,11.9249095590567
2006-10-24,12.83,12.83,10.95,11.95,15.8217776259252
2006-10-25,10.7,10.7,9.7,10.7,13.1950912390803
2006-10-26,1.49,1.49,4.88,5.88,1.83744728469436
2006-10-27,6.76,6.76,6.96,7.96,8.33633801646567
2006-10-28,16.07,16.07,8.27,9.27,19.8173005805626
2006-10-29,0.74,0.74,3.14,4.14,0.912557711861627
2006-10-30,0,0,-0.45,0.55,0
2006-10-31,0.74,0.74,1.5,2.5,0.912557711861627
2006-11-01,33.94,37.334,2.59,3.59,46.0397697495162
2006-11-02,3.22,3.542,-2.19,-1.19,4.36794515596471
2006-11-03,0.07,0.077,-3.64,-2.64,0.0949553294774936
2006-11-04,0.05,0.055,-2.73,-1.73,0.0678252353410669
2006-11-05,2.66,2.926,-0.26,0.74,3.60830252014476
2006-11-06,0.84,0.924,0.74,1.74,1.13946395372992
2006-11-07,2.08,2.288,4.29,5.29,2.82152979018838
2006-11-08,0.09,0.099,5.75,6.75,0.12208542361392
2006-11-09,0,0,0.54,1.54,0
2006-11-10,0.01,0.011,-0.87,0.13,0.0135650470682134
2006-11-11,0.01,0.011,-0.41,0.59,0.0135650470682134
2006-11-12,17.34,19.074,2.16,3.16,23.521791616282
2006-11-13,1.45,1.595,0.6,1.6,1.96693182489094
2006-11-14,0.06,0.066,-0.77,0.23,0.0813902824092803
2006-11-15,8.62,9.482,3.28,4.28,11.6930705727999
2006-11-16,0.61,0.671,3.18,4.18,0.827467871161016
2006-11-17,8.58,9.438,5.09,6.09,11.6388103845271
2006-11-18,8.44,9.284,7.44,8.44,11.4488997255721
2006-11-19,1.23,1.353,7.01,8.01,1.66850078939025
2006-11-20,0.07,0.077,4.45,5.45,0.0949553294774936
2006-11-21,0.03,0.033,2.71,3.71,0.0406951412046401
2006-11-22,9.71,10.681,4.92,5.92,13.1716607032352
2006-11-23,2.51,2.761,5.18,6.18,3.40482681412156
2006-11-24,0.96,1.056,3.25,4.25,1.30224451854848
2006-11-25,1.28,1.408,6.51,7.51,1.73632602473131
2006-11-26,4.77,5.247,6.75,7.75,6.47052745153778
2006-11-27,1.08,1.188,9.22,10.22,1.46502508336704
2006-11-28,0.17,0.187,7.5,8.5,0.230605800159627
2006-11-29,0.32,0.352,7.26,8.26,0.434081506182828
2006-11-30,0.26,0.286,7.45,8.45,0.352691223773548
2006-12-01,0.04,0.044,9.13,10.13,0.0542601882728535
2006-12-02,0.01,0.011,8.2,9.2,0.0135650470682134
2006-12-03,5.58,6.138,7.28,8.28,7.56929626406306
2006-12-04,0.59,0.649,5.69,6.69,0.800337777024589
2006-12-05,4.99,5.489,6.05,7.05,6.76895848703847
2006-12-06,3.82,4.202,7.78,8.78,5.18184798005751
