"Date","OriginalPrecipitation","DeltaShiftPrecipitation","OriginalTemperature","DeltaShiftTemperature","ScenarioPrecipitation"
2003-11-25,1.62,1.782,-2.88,-1.88,1.782
2003-11-26,0.95,1.045,-0.79,0.21,1.045
2003-11-27,0.86,0.946,1.84,2.84,0.946
2003-11-28,8.17,8.987,5.29,6.29,8.987
2003-11-29,0.97,1.067,4.72,5.72,1.067
2003-11-30,0.18,0.198,2.11,3.11,0.198
2003-12-01,0.49,0.539,4.59,5.59,0.539
2003-12-02,0.63,0.693,5.39,6.39,0.693
2003-12-03,0.59,0.649,5.32,6.32,0.649
2003-12-04,0.45,0.495,4.69,5.69,0.495
2003-12-05,0.1,0.11,4.36,5.36,0.11
2003-12-06,0.77,0.847,1.85,2.85,0.847
2003-12-07,4.59,5.049,-1.57,-0.57,5.049
2003-12-08,0.22,0.242,-0.73,0.27,0.242
2003-12-09,0,0,1.7,2.7,0
2003-12-10,0.27,0.297,0.37,1.37,0.297
2003-12-11,0.05,0.055,2.18,3.18,0.055
2003-12-12,5.5,6.05,0.84,1.84,6.05
2003-12-13,0.72,0.792,-2.33,-1.33,0.792
2003-12-14,5.73,6.303,-1.03,-0.03,6.303
2003-12-15,6.54,7.194,1.09,2.09,7.194
2003-12-16,0.41,0.451,-1.48,-0.48,0.451
2003-12-17,0.01,0.011,-3.67,-2.67,0.011
2003-12-18,1.65,1.815,-0.11,0.89,1.815
2003-12-19,0.08,0.088,2.38,3.38,0.088
2003-12-20,0,0,4.4,5.4,0
2003-12-21,0.04,0.044,-0.93,0.07,0.044
2003-12-22,19.02,20.922,-0.82,0.18,25.6859820358376
2003-12-23,3.82,4.202,-7.22,-6.22,4.202
2003-12-24,0.1,0.11,-13.86,-12.86,0.11
2003-12-25,4.03,4.433,-0.79,0.21,4.433
2003-12-26,5.29,5.819,4.65,5.65,5.819
2003-12-27,0.67,0.737,2.74,3.74,0.737
2003-12-28,6.72,7.392,3.88,4.88,7.392
2003-12-29,2.92,3.212,1.52,2.52,3.212
2003-12-30,24.19,26.609,-2.3,-1.3,36.1646427029899
2003-12-31,1.32,1.452,-9.28,-8.28,1.452
2004-01-01,0.16,0.176,-10.49,-9.49,0.176
2004-01-02,0.15,0.165,-5.02,-4.02,0.165
2004-01-03,0.01,0.011,-11.06,-10.06,0.011
2004-01-04,0.05,0.055,-10.51,-9.51,0.055
2004-01-05,0.15,0.165,-5.58,-4.58,0.165
2004-01-06,1.01,1.111,-6.09,-5.09,1.111
2004-01-07,0.24,0.264,-5.22,-4.22,0.264
2004-01-08,6.17,6.787,-0.48,0.52,6.787
2004-01-09,0.95,1.045,-0.27,0.73,1.045
2004-01-10,0.8,0.88,-0.38,0.62,0.88
2004-01-11,0.13,0.143,-5.01,-4.01,0.143
2004-01-12,0.17,0.187,-3.66,-2.66,0.187
2004-01-13,13.93,15.323,0.01,1.01,13.7555034880282
2004-01-14,1.1,1.21,0.81,1.81,1.21
2004-01-15,0.34,0.374,-0.48,0.52,0.374
2004-01-16,0.1,0.11,-2.82,-1.82,0.11
2004-01-17,0.03,0.033,-8.98,-7.98,0.033
2004-01-18,0.02,0.022,-10.58,-9.58,0.022
2004-01-19,0.01,0.011,-5.86,-4.86,0.011
2004-01-20,12.52,13.772,-1.18,-0.18,10.3085877427819
2004-01-21,1.55,1.705,-5.8,-4.8,1.705
2004-01-22,0.11,0.121,-14.64,-13.64,0.121
2004-01-23,0.01,0.011,-18.69,-17.69,0.011
2004-01-24,0.37,0.407,-6.62,-5.62,0.407
2004-01-25,0.19,0.209,-3.43,-2.43,0.209
2004-01-26,0.12,0.132,-5.68,-4.68,0.132
2004-01-27,0.14,0.154,-7.25,-6.25,0.154
2004-01-28,0.27,0.297,-7.23,-6.23,0.297
2004-01-29,0.08,0.088,-7.36,-6.36,0.088
2004-01-30,1.33,1.463,-4.2,-3.2,1.463
2004-01-31,0.14,0.154,-5.29,-4.29,0.154
2004-02-01,16.1,17.71,-0.31,0.69,18.9407994786104
2004-02-02,3.16,3.476,-4.6,-3.6,3.476
2004-02-03,0.15,0.165,-5.23,-4.23,0.165
2004-02-04,2.64,2.904,1.71,2.71,2.904
2004-02-05,0.29,0.319,5.1,6.1,0.319
2004-02-06,0,0,1.18,2.18,0
2004-02-07,0.6,0.66,0.64,1.64,0.66
2004-02-08,4.37,4.807,-2.17,-1.17,4.807
2004-02-09,5.78,6.358,-3.37,-2.37,6.358
2004-02-10,0.58,0.638,-6.82,-5.82,0.638
2004-02-11,0,0,-7.67,-6.67,0
2004-02-12,0.03,0.033,-12.43,-11.43,0.033
2004-02-13,1.56,1.716,-7.51,-6.51,1.716
2004-02-14,0.16,0.176,0.43,1.43,0.176
2004-02-15,0,0,0.76,1.76,0
2004-02-16,0.97,1.067,0.59,1.59,1.067
2004-02-17,0.05,0.055,-0.87,0.13,0.055
2004-02-18,2.23,2.453,0.05,1.05,2.453
2004-02-19,0.3,0.33,-1.65,-0.65,0.33
2004-02-20,0.02,0.022,-1.68,-0.68,0.022
2004-02-21,0,0,0.54,1.54,0
2004-02-22,0.01,0.011,0.2,1.2,0.011
2004-02-23,0.18,0.198,-2.05,-1.05,0.198
2004-02-24,6.55,7.205,-3.89,-2.89,7.205
2004-02-25,5.24,5.764,-4.73,-3.73,5.764
2004-02-26,0.7,0.77,-2.1,-1.1,0.77
2004-02-27,1.02,1.122,-3.4,-2.4,1.122
2004-02-28,1.12,1.232,-5.01,-4.01,1.232
2004-02-29,0.25,0.275,-3.76,-2.76,0.275
2004-03-01,0.03,0.0315,-5.75,-4.75,0.0315
2004-03-02,0.03,0.0315,-0.12,0.88,0.0315
2004-03-03,0.45,0.4725,-0.35,0.65,0.4725
2004-03-04,2.04,2.142,-3.41,-2.41,2.142
2004-03-05,0.17,0.1785,-5.3,-4.3,0.1785
2004-03-06,0,0,-6.49,-5.49,0
2004-03-07,0,0,-2.63,-1.63,0
2004-03-08,0,0,-1.2,-0.2,0
2004-03-09,0.8,0.84,-0.59,0.41,0.84
2004-03-10,0.06,0.063,-0.81,0.19,0.063
2004-03-11,0.01,0.0105,-2.44,-1.44,0.0105
2004-03-12,0,0,-2.59,-1.59,0
2004-03-13,0.01,0.0105,-1.92,-0.92,0.0105
2004-03-14,0.03,0.0315,-1.12,-0.12,0.0315
2004-03-15,7.15,7.5075,2.76,3.76,7.5075
2004-03-16,4.88,5.124,3.92,4.92,5.124
2004-03-17,5.58,5.859,4.87,5.87,5.859
2004-03-18,0.41,0.4305,5.03,6.03,0.4305
2004-03-19,0.01,0.0105,5.2,6.2,0.0105
2004-03-20,4.25,4.4625,2.76,3.76,4.4625
2004-03-21,18.5,19.425,3.03,4.03,22.9728461163601
2004-03-22,4.89,5.1345,1.2,2.2,5.1345
2004-03-23,2.99,3.1395,0.78,1.78,3.1395
2004-03-24,0.95,0.9975,-0.24,0.76,0.9975
2004-03-25,0.46,0.483,-0.62,0.38,0.483
2004-03-26,0.48,0.504,-0.8,0.2,0.504
2004-03-27,0.39,0.4095,-0.25,0.75,0.4095
2004-03-28,0.46,0.483,1.95,2.95,0.483
2004-03-29,0.03,0.0315,2.97,3.97,0.0315
2004-03-30,0,0,3.68,4.68,0
2004-03-31,0,0,5.9,6.9,0
2004-04-01,0,0,4.6,5.6,0
2004-04-02,0,0,0.67,1.67,0
2004-04-03,0,0,0.15,1.15,0
2004-04-04,0,0,1.35,2.35,0
2004-04-05,0.6,0.63,3.79,4.79,0.63
2004-04-06,1.87,1.9635,5.72,6.72,1.9635
2004-04-07,0.62,0.651,4.43,5.43,0.651
2004-04-08,0.29,0.3045,4.88,5.88,0.3045
2004-04-09,0.02,0.021,6.17,7.17,0.021
2004-04-10,0.14,0.147,6.98,7.98,0.147
2004-04-11,1.68,1.764,5.28,6.28,1.764
2004-04-12,0.46,0.483,4.12,5.12,0.483
2004-04-13,0.04,0.042,3.66,4.66,0.042
2004-04-14,0,0,5.01,6.01,0
2004-04-15,0.01,0.0105,6.73,7.73,0.0105
2004-04-16,0.33,0.3465,8.97,9.97,0.3465
2004-04-17,0.02,0.021,9.15,10.15,0.021
2004-04-18,0.04,0.042,9.59,10.59,0.042
2004-04-19,0,0,9.8,10.8,0
2004-04-20,0.02,0.021,10.21,11.21,0.021
2004-04-21,0.87,0.9135,9.54,10.54,0.9135
2004-04-22,2.44,2.562,7.42,8.42,2.562
2004-04-23,0.3,0.315,6.21,7.21,0.315
2004-04-24,5.61,5.8905,5.89,6.89,5.8905
2004-04-25,0.6,0.63,7.38,8.38,0.63
2004-04-26,6.11,6.4155,7.27,8.27,6.4155
2004-04-27,0.3,0.315,7.71,8.71,0.315
2004-04-28,0,0,7.28,8.28,0
2004-04-29,0,0,7.05,8.05,0
2004-04-30,0,0,8.12,9.12,0
2004-05-01,0,0,9.77,10.77,0
2004-05-02,0,0,11.17,12.17,0
2004-05-03,0,0,12.3,13.3,0
2004-05-04,0.4,0.42,13.33,14.33,0.42
2004-05-05,10.69,11.2245,11.97,12.97,5.32258512221394
2004-05-06,0.9,0.945,14.69,15.69,0.945
2004-05-07,0.02,0.021,16.31,17.31,0.021
2004-05-08,0.02,0.021,17.11,18.11,0.021
2004-05-09,0.19,0.1995,17.11,18.11,0.1995
2004-05-10,1.17,1.2285,16.67,17.67,1.2285
2004-05-11,2.95,3.0975,10.2,11.2,3.0975
2004-05-12,0.29,0.3045,9.13,10.13,0.3045
2004-05-13,0.05,0.0525,7.31,8.31,0.0525
2004-05-14,0.13,0.1365,7.23,8.23,0.1365
2004-05-15,9.78,10.269,10.81,11.81,10.269
2004-05-16,2.33,2.4465,10.74,11.74,2.4465
2004-05-17,0.12,0.126,10.7,11.7,0.126
2004-05-18,0.03,0.0315,14.46,15.46,0.0315
2004-05-19,0.36,0.378,14.56,15.56,0.378
2004-05-20,5,5.25,10.31,11.31,5.25
2004-05-21,0.93,0.9765,9.48,10.48,0.9765
2004-05-22,0.45,0.4725,8.51,9.51,0.4725
2004-05-23,3.1,3.255,7.29,8.29,3.255
2004-05-24,5.13,5.3865,5.76,6.76,5.3865
2004-05-25,0.49,0.5145,9.65,10.65,0.5145
2004-05-26,6.14,6.447,7.52,8.52,6.447
2004-05-27,1.54,1.617,8.56,9.56,1.617
2004-05-28,0.68,0.714,10.4,11.4,0.714
2004-05-29,2.38,2.499,11.03,12.03,2.499
2004-05-30,0.43,0.4515,10.67,11.67,0.4515
2004-05-31,0.57,0.5985,10.2,11.2,0.5985
2004-06-01,0.31,0.279,12.74,13.74,0.279
2004-06-02,0.04,0.036,15.87,16.87,0.036
2004-06-03,0.19,0.171,16.46,17.46,0.171
2004-06-04,0.24,0.216,17.88,18.88,0.216
2004-06-05,0.42,0.378,17.38,18.38,0.378
2004-06-06,0.72,0.648,16.25,17.25,0.648
2004-06-07,0.32,0.288,16.21,17.21,0.288
2004-06-08,14.31,12.879,13.12,14.12,8.43839754098314
2004-06-09,19.86,17.874,10.1,11.1,19.2896456409215
2004-06-10,1.19,1.071,13.5,14.5,1.071
2004-06-11,5.27,4.743,11.46,12.46,4.743
2004-06-12,5.39,4.851,14.88,15.88,4.851
2004-06-13,1.87,1.683,12.7,13.7,1.683
2004-06-14,0.07,0.063,15.58,16.58,0.063
2004-06-15,1.21,1.089,16.87,17.87,1.089
2004-06-16,1.43,1.287,14.31,15.31,1.287
2004-06-17,0.61,0.549,12.56,13.56,0.549
2004-06-18,0.64,0.576,11.39,12.39,0.576
2004-06-19,0.57,0.513,12.32,13.32,0.513
2004-06-20,1.37,1.233,12.01,13.01,1.233
2004-06-21,4.91,4.419,11.7,12.7,4.419
2004-06-22,2.18,1.962,13.17,14.17,1.962
2004-06-23,6.48,5.832,13.21,14.21,5.832
2004-06-24,0.93,0.837,14.29,15.29,0.837
2004-06-25,25.5,22.95,13.09,14.09,29.944321906165
2004-06-26,7.94,7.146,14.14,15.14,7.146
2004-06-27,14.16,12.744,13.95,14.95,8.06228669810771
2004-06-28,10.67,9.603,14.47,15.47,9.603
2004-06-29,4.37,3.933,15.17,16.17,3.933
2004-06-30,1.83,1.647,15.99,16.99,1.647
2004-07-01,0.93,0.837,16.33,17.33,0.837
2004-07-02,1.05,0.945,16.02,17.02,0.945
2004-07-03,3.96,3.564,14.57,15.57,3.564
2004-07-04,0.7,0.63,15.11,16.11,0.63
2004-07-05,12.62,11.358,14.48,15.48,5.50043062449303
2004-07-06,9.81,8.829,13.72,14.72,8.829
2004-07-07,6.05,5.445,14.19,15.19,5.445
2004-07-08,0.41,0.369,15.45,16.45,0.369
2004-07-09,0.08,0.072,15.99,16.99,0.072
2004-07-10,0.17,0.153,16.18,17.18,0.153
2004-07-11,7.01,6.309,15.31,16.31,6.309
2004-07-12,8.37,7.533,14.44,15.44,7.533
2004-07-13,12.81,11.529,14.15,15.15,5.80687132797736
2004-07-14,7.66,6.894,14.74,15.74,6.894
2004-07-15,8.97,8.073,13.1,14.1,8.073
2004-07-16,1.14,1.026,14.43,15.43,1.026
2004-07-17,0.65,0.585,15.17,16.17,0.585
2004-07-18,0.21,0.189,16.47,17.47,0.189
2004-07-19,1.02,0.918,16.16,17.16,0.918
2004-07-20,6.74,6.066,16.82,17.82,6.066
2004-07-21,1.04,0.936,17.01,18.01,0.936
2004-07-22,0.08,0.072,16.88,17.88,0.072
2004-07-23,0.03,0.027,18.57,19.57,0.027
2004-07-24,0,0,18.07,19.07,0
2004-07-25,0.28,0.252,18.2,19.2,0.252
2004-07-26,0.74,0.666,15.82,16.82,0.666
2004-07-27,4.82,4.338,14.77,15.77,4.338
2004-07-28,3.25,2.925,16.37,17.37,2.925
2004-07-29,0.48,0.432,18.06,19.06,0.432
2004-07-30,0.01,0.009,19.24,20.24,0.009
2004-07-31,0.41,0.369,17.91,18.91,0.369
2004-08-01,1.69,1.521,18.42,19.42,1.521
2004-08-02,9.81,8.829,17.12,18.12,8.829
2004-08-03,2.17,1.953,18.02,19.02,1.953
2004-08-04,3.5,3.15,18.5,19.5,3.15
2004-08-05,6.04,5.436,21.11,22.11,5.436
2004-08-06,1.66,1.494,21.54,22.54,1.494
2004-08-07,0.1,0.09,22.09,23.09,0.09
2004-08-08,0.18,0.162,22.29,23.29,0.162
2004-08-09,0.28,0.252,22.73,23.73,0.252
2004-08-10,1.16,1.044,22.09,23.09,1.044
2004-08-11,0.46,0.414,21.2,22.2,0.414
2004-08-12,0.15,0.135,22.44,23.44,0.135
2004-08-13,3.03,2.727,19.04,20.04,2.727
2004-08-14,13.34,12.006,15.4,16.4,6.68957048498494
2004-08-15,2.06,1.854,15.48,16.48,1.854
2004-08-16,1.63,1.467,17.5,18.5,1.467
2004-08-17,1.11,0.999,16.15,17.15,0.999
2004-08-18,4.18,3.762,16.95,17.95,3.762
2004-08-19,2.84,2.556,17.05,18.05,2.556
2004-08-20,5.26,4.734,17.4,18.4,4.734
2004-08-21,3.41,3.069,18.11,19.11,3.069
2004-08-22,0.5,0.45,16.91,17.91,0.45
2004-08-23,2.69,2.421,13.67,14.67,2.421
2004-08-24,0.24,0.216,12.51,13.51,0.216
2004-08-25,0,0,12.82,13.82,0
2004-08-26,2.9,2.61,13.76,14.76,2.61
2004-08-27,11.91,10.719,13.38,14.38,10.719
2004-08-28,2.26,2.034,14.57,15.57,2.034
2004-08-29,3.67,3.303,14.82,15.82,3.303
2004-08-30,0.25,0.225,14.84,15.84,0.225
2004-08-31,0.84,0.756,15.76,16.76,0.756
2004-09-01,7.91,7.91,15.53,16.53,7.91
2004-09-02,8.14,8.14,13.81,14.81,8.14
2004-09-03,1.9,1.9,14.8,15.8,1.9
2004-09-04,0.14,0.14,15.67,16.67,0.14
2004-09-05,0.03,0.03,16.4,17.4,0.03
2004-09-06,0,0,17.42,18.42,0
2004-09-07,0.83,0.83,14.81,15.81,0.83
2004-09-08,0.1,0.1,13.41,14.41,0.1
2004-09-09,0.01,0.01,11.05,12.05,0.01
2004-09-10,0,0,12.12,13.12,0
2004-09-11,0,0,14.02,15.02,0
2004-09-12,0,0,15.04,16.04,0
2004-09-13,0.6,0.6,15.68,16.68,0.6
2004-09-14,0.39,0.39,15.36,16.36,0.39
2004-09-15,5.4,5.4,13.61,14.61,5.4
2004-09-16,9.1,9.1,12.6,13.6,9.1
2004-09-17,12.63,12.63,8.96,9.96,7.77187866600423
2004-09-18,1.31,1.31,11.74,12.74,1.31
2004-09-19,3.02,3.02,12.78,13.78,3.02
2004-09-20,7.92,7.92,12.69,13.69,7.92
2004-09-21,2.92,2.92,11.67,12.67,2.92
2004-09-22,5.33,5.33,11.16,12.16,5.33
2004-09-23,2.8,2.8,9.41,10.41,2.8
2004-09-24,1.56,1.56,9.74,10.74,1.56
2004-09-25,0.97,0.97,9.84,10.84,0.97
2004-09-26,0.09,0.09,11.23,12.23,0.09
2004-09-27,1.08,1.08,10.18,11.18,1.08
2004-09-28,6.99,6.99,11.88,12.88,6.99
2004-09-29,0.45,0.45,10.92,11.92,0.45
2004-09-30,2.93,2.93,9.13,10.13,2.93
2004-10-01,0.23,0.23,8.77,9.77,0.23
2004-10-02,0.02,0.02,7.42,8.42,0.02
2004-10-03,0.16,0.16,7.38,8.38,0.16
2004-10-04,2.03,2.03,8.93,9.93,2.03
2004-10-05,1.47,1.47,9.54,10.54,1.47
2004-10-06,0.7,0.7,10.52,11.52,0.7
2004-10-07,0.29,0.29,9.76,10.76,0.29
2004-10-08,0.29,0.29,9.58,10.58,0.29
2004-10-09,5.01,5.01,7.66,8.66,5.01
2004-10-10,0.44,0.44,5.74,6.74,0.44
2004-10-11,0.17,0.17,3.8,4.8,0.17
2004-10-12,0.01,0.01,1.22,2.22,0.01
2004-10-13,0,0,1.62,2.62,0
2004-10-14,0,0,2.71,3.71,0
2004-10-15,0.02,0.02,4.33,5.33,0.02
2004-10-16,0.38,0.38,5.16,6.16,0.38
2004-10-17,3.04,3.04,6.6,7.6,3.04
2004-10-18,1.35,1.35,7.31,8.31,1.35
2004-10-19,5.99,5.99,7.85,8.85,5.99
2004-10-20,5.64,5.64,7.07,8.07,5.64
2004-10-21,0.4,0.4,5.87,6.87,0.4
2004-10-22,9.26,9.26,6.83,7.83,9.26
2004-10-23,3.21,3.21,7.95,8.95,3.21
2004-10-24,2.55,2.55,8.33,9.33,2.55
2004-10-25,2.78,2.78,6.69,7.69,2.78
2004-10-26,6.16,6.16,7.42,8.42,6.16
2004-10-27,3.83,3.83,8.85,9.85,3.83
2004-10-28,0.38,0.38,4.22,5.22,0.38
2004-10-29,0.01,0.01,0.55,1.55,0.01
2004-10-30,0,0,3.17,4.17,0
2004-10-31,0.26,0.26,4.54,5.54,0.26
2004-11-01,0.35,0.385,4.32,5.32,0.385
2004-11-02,0.01,0.011,1.07,2.07,0.011
2004-11-03,0.04,0.044,0.93,1.93,0.044
2004-11-04,0.43,0.473,4.26,5.26,0.473
2004-11-05,0.15,0.165,6.44,7.44,0.165
2004-11-06,0.24,0.264,5.93,6.93,0.264
2004-11-07,4.44,4.884,3.89,4.89,4.884
2004-11-08,0.37,0.407,3.51,4.51,0.407
2004-11-09,0.1,0.11,4.57,5.57,0.11
2004-11-10,0.1,0.11,3.2,4.2,0.11
2004-11-11,5.94,6.534,4.25,5.25,6.534
2004-11-12,0.37,0.407,4.19,5.19,0.407
2004-11-13,3.58,3.938,7.45,8.45,3.938
2004-11-14,0.37,0.407,1.65,2.65,0.407
2004-11-15,0.03,0.033,2.46,3.46,0.033
2004-11-16,0.42,0.462,7.62,8.62,0.462
2004-11-17,0.04,0.044,1.51,2.51,0.044
2004-11-18,0.13,0.143,-2.11,-1.11,0.143
2004-11-19,28.16,30.976,-1.28,-0.28,43.9288553785342
2004-11-20,2.69,2.959,-8.41,-7.41,2.959
2004-11-21,0.05,0.055,-9.54,-8.54,0.055
2004-11-22,0.01,0.011,-8.72,-7.72,0.011
2004-11-23,3.42,3.762,-4.83,-3.83,3.762
2004-11-24,2.97,3.267,-1.85,-0.85,3.267
2004-11-25,1.14,1.254,-7.52,-6.52,1.254
2004-11-26,0.5,0.55,0.67,1.67,0.55
2004-11-27,0.24,0.264,-4.44,-3.44,0.264
2004-11-28,2.31,2.541,-4.55,-3.55,2.541
2004-11-29,3.24,3.564,-1.18,-0.18,3.564
2004-11-30,0.42,0.462,-5.98,-4.98,0.462
2004-12-01,0.05,0.055,-0.01,0.99,0.055
2004-12-02,0.06,0.066,2.08,3.08,0.066
2004-12-03,3.36,3.696,0.4,1.4,3.696
2004-12-04,1.57,1.727,0.16,1.16,1.727
2004-12-05,0.84,0.924,1.43,2.43,0.924
2004-12-06,1.32,1.452,5.52,6.52,1.452
2004-12-07,0.86,0.946,1.08,2.08,0.946
2004-12-08,1.03,1.133,5.45,6.45,1.133
2004-12-09,0.64,0.704,2.76,3.76,0.704
2004-12-10,0.03,0.033,-0.32,0.68,0.033
2004-12-11,0.05,0.055,2.99,3.99,0.055
2004-12-12,0.01,0.011,1.09,2.09,0.011
2004-12-13,0,0,-0.69,0.31,0
2004-12-14,0.01,0.011,-1.77,-0.77,0.011
2004-12-15,0.24,0.264,2.4,3.4,0.264
2004-12-16,2.43,2.673,4.97,5.97,2.673
2004-12-17,0.32,0.352,2.56,3.56,0.352
2004-12-18,2.88,3.168,4.15,5.15,3.168
2004-12-19,1.67,1.837,1.9,2.9,1.837
2004-12-20,0.25,0.275,-2.31,-1.31,0.275
2004-12-21,0,0,-4.85,-3.85,0
2004-12-22,0.01,0.011,-5.22,-4.22,0.011
2004-12-23,6.92,7.612,0.91,1.91,7.612
2004-12-24,3.03,3.333,-0.6,0.4,3.333
2004-12-25,0.52,0.572,-3.84,-2.84,0.572
2004-12-26,6.53,7.183,-2.2,-1.2,7.183
2004-12-27,6.41,7.051,-4.6,-3.6,7.051
2004-12-28,0.4,0.44,-5.33,-4.33,0.44
2004-12-29,0.16,0.176,-2.71,-1.71,0.176
2004-12-30,0.07,0.077,-3.33,-2.33,0.077
2004-12-31,1.29,1.419,3.6,4.6,1.419
2005-01-01,0.07,0.077,-1.57,-0.57,0.077
2005-01-02,0.26,0.286,-0.91,0.09,0.286
2005-01-03,5.03,5.533,1.82,2.82,5.533
2005-01-04,0.89,0.979,0.41,1.41,0.979
2005-01-05,1.91,2.101,-0.49,0.51,2.101
2005-01-06,0.83,0.913,0.62,1.62,0.913
2005-01-07,2.09,2.299,2.05,3.05,2.299
2005-01-08,1.92,2.112,6.83,7.83,2.112
2005-01-09,9.6,10.56,5.47,6.47,10.56
2005-01-10,7.63,8.393,2.31,3.31,8.393
2005-01-11,5.82,6.402,5.67,6.67,6.402
2005-01-12,0.34,0.374,5.62,6.62,0.374
2005-01-13,2.14,2.354,5.54,6.54,2.354
2005-01-14,0.71,0.781,4.16,5.16,0.781
2005-01-15,0.04,0.044,0.38,1.38,0.044
2005-01-16,0.02,0.022,-2.39,-1.39,0.022
2005-01-17,0.36,0.396,2.26,3.26,0.396
2005-01-18,0.05,0.055,3.01,4.01,0.055
2005-01-19,9.46,10.406,2.88,3.88,10.406
2005-01-20,0.93,1.023,0.49,1.49,1.023
2005-01-21,0.96,1.056,-0.28,0.72,1.056
2005-01-22,0.2,0.22,-0.44,0.56,0.22
2005-01-23,0.02,0.022,-2.28,-1.28,0.022
2005-01-24,0.37,0.407,-2.28,-1.28,0.407
2005-01-25,0.12,0.132,-3.22,-2.22,0.132
2005-01-26,0.56,0.616,-3.45,-2.45,0.616
2005-01-27,0.41,0.451,-3.96,-2.96,0.451
2005-01-28,0.05,0.055,-5.04,-4.04,0.055
2005-01-29,0.27,0.297,-4.84,-3.84,0.297
2005-01-30,0.53,0.583,-4.61,-3.61,0.583
2005-01-31,0.11,0.121,-0.56,0.44,0.121
2005-02-01,0.91,1.001,0.79,1.79,1.001
2005-02-02,0.04,0.044,0.65,1.65,0.044
2005-02-03,0.18,0.198,-0.61,0.39,0.198
2005-02-04,0.24,0.264,-0.62,0.38,0.264
2005-02-05,0.49,0.539,0.29,1.29,0.539
2005-02-06,1.92,2.112,2.93,3.93,2.112
2005-02-07,0.12,0.132,0.19,1.19,0.132
2005-02-08,0.01,0.011,-3.07,-2.07,0.011
2005-02-09,0,0,-3.88,-2.88,0
2005-02-10,0.01,0.011,-2.84,-1.84,0.011
2005-02-11,6.58,7.238,0.12,1.12,7.238
2005-02-12,0.47,0.517,-0.5,0.5,0.517
2005-02-13,0.1,0.11,-0.38,0.62,0.11
2005-02-14,9.16,10.076,-1.13,-0.13,10.076
2005-02-15,6.78,7.458,-2.34,-1.34,7.458
2005-02-16,1.6,1.76,-3.62,-2.62,1.76
2005-02-17,0.66,0.726,-4.53,-3.53,0.726
2005-02-18,0.09,0.099,-5.21,-4.21,0.099
2005-02-19,2,2.2,-0.91,0.09,2.2
2005-02-20,3.1,3.41,0.38,1.38,3.41
2005-02-21,2.02,2.222,-1.62,-0.62,2.222
2005-02-22,1.45,1.595,-2.27,-1.27,1.595
2005-02-23,2.76,3.036,-6.04,-5.04,3.036
2005-02-24,0.55,0.605,-7.54,-6.54,0.605
2005-02-25,0.25,0.275,-6.66,-5.66,0.275
2005-02-26,0.14,0.154,-8.25,-7.25,0.154
2005-02-27,1.36,1.496,-6.51,-5.51,1.496
2005-02-28,0.64,0.704,-8.58,-7.58,0.704
2005-03-01,0.07,0.0735,-11.05,-10.05,0.0735
2005-03-02,0.01,0.0105,-13.75,-12.75,0.0105
2005-03-03,0,0,-15.29,-14.29,0
2005-03-04,0,0,-10.51,-9.51,0
2005-03-05,0.05,0.0525,-7.37,-6.37,0.0525
2005-03-06,0.05,0.0525,-9.7,-8.7,0.0525
2005-03-07,0.01,0.0105,-9.95,-8.95,0.0105
2005-03-08,0.14,0.147,0.28,1.28,0.147
2005-03-09,0.61,0.6405,-2.69,-1.69,0.6405
2005-03-10,0.74,0.777,-5.48,-4.48,0.777
2005-03-11,0.21,0.2205,-1.6,-0.6,0.2205
2005-03-12,6,6.3,-0.75,0.25,6.3
2005-03-13,2.33,2.4465,-6.7,-5.7,2.4465
2005-03-14,1.43,1.5015,-7.6,-6.6,1.5015
2005-03-15,1.74,1.827,-8.2,-7.2,1.827
2005-03-16,0.11,0.1155,-9.27,-8.27,0.1155
2005-03-17,5.54,5.817,-1.56,-0.56,5.817
2005-03-18,1.93,2.0265,0.23,1.23,2.0265
2005-03-19,0.29,0.3045,-5.51,-4.51,0.3045
2005-03-20,0.02,0.021,-8.14,-7.14,0.021
2005-03-21,0,0,-8.82,-7.82,0
2005-03-22,0,0,-6.03,-5.03,0
2005-03-23,0.03,0.0315,0.85,1.85,0.0315
2005-03-24,0,0,1.34,2.34,0
2005-03-25,0,0,3.72,4.72,0
2005-03-26,0,0,4.67,5.67,0
2005-03-27,0,0,3.56,4.56,0
2005-03-28,0.03,0.0315,1.85,2.85,0.0315
2005-03-29,0.29,0.3045,3.25,4.25,0.3045
2005-03-30,0.24,0.252,2.03,3.03,0.252
2005-03-31,0.01,0.0105,2.08,3.08,0.0105
2005-04-01,0,0,3.3,4.3,0
2005-04-02,0,0,5.21,6.21,0
2005-04-03,0,0,5.77,6.77,0
2005-04-04,0,0,6.78,7.78,0
2005-04-05,0,0,8.28,9.28,0
2005-04-06,0.4,0.42,7.28,8.28,0.42
2005-04-07,0.06,0.063,6.28,7.28,0.063
2005-04-08,5.33,5.5965,6.24,7.24,5.5965
2005-04-09,6.66,6.993,4.54,5.54,6.993
2005-04-10,0.67,0.7035,3.46,4.46,0.7035
2005-04-11,0.02,0.021,4.44,5.44,0.021
2005-04-12,1.89,1.9845,9.32,10.32,1.9845
2005-04-13,0.1,0.105,7.89,8.89,0.105
2005-04-14,0.1,0.105,6.8,7.8,0.105
2005-04-15,3.28,3.444,5.37,6.37,3.444
2005-04-16,1.1,1.155,8.03,9.03,1.155
